"Term","Category Code","Category Name","Example Tweet Text"
"people being pulled out","T08","Missing, found, or trapped people","RT @BBCBreaking: People being pulled out of #Clutha pub after Glasgow #helicopter crash, eyewitness tells BBC News http://t.co/G4Yr6fuODv"
"people missing","T08","Missing, found, or trapped people","Structures destroyed, people missing in Colorado wildfire: DENVER (Reuters) - An out-of control Colorado wildfir... http://t.co/DmiNueoG"
"people remain trapped","T08","Missing, found, or trapped people","'Numerous' casualties in Glasgow helicopter crash; people remain trapped in unstable pub http://t.co/ghaScf1EUB"
"people reportedly trapped inside their houses","T08","Missing, found, or trapped people","RT: @itsgabbyantonio: People reportedly trapped inside their houses at Midtown Subdivision at Marikina City. #RescuePH (via @IamAngelicaP)"
"people rescued","T08","Missing, found, or trapped people","RT @randomcards: Searchable database of people rescued from #Uttarakhand: http://t.co/lR3Qwwixzx needs volunteers to proofread. Contact @su…"
"people seeking","T08","Missing, found, or trapped people","RT @tracysolomon: People seeking information about family members involved in Bronx train derailment should contact Metro North at (718) 81…"
"people stranded","T08","Missing, found, or trapped people","RT @NewsBreaker: INCREDIBLE PHOTO: Right now, people stranded on flooded Go train in Toronto - this is the inside http://t.co/rS53V3dxFW (@…"
"people stuck","T08","Missing, found, or trapped people","RT @NewsBreaker: EYEWITNESS: People stuck on plane at international airport in Nairobi Kenya watching massive fire burn -@JulianKyula http:…"
"people trapped","T08","Missing, found, or trapped people","RT @Afterseven: WACO EXPLOSION DISPATCH: People trapped IN the Fire  I need anybody and everybody you can send. http://t.co/8pMJsSwunm"
"people who all are still not rescued","T08","Missing, found, or trapped people","God give power to the people who all are still not rescued #Uttarakhand. Hoping govt will reach soon and bring them out from this agony."
"people who are stranded","T08","Missing, found, or trapped people","To all the First Responders be safe while trying to rescue people who are stranded due to major flooding in #Toronto #OnStorm"
"people who need rescuing","T08","Missing, found, or trapped people","Consolidated list of people who need rescuing. http://t.co/P4Ueb2KI #rescuePH"
"people who survived the kedarnath flood","T08","Missing, found, or trapped people","RT @mansha11: Its quite ironic that people who survived the kedarnath flood,are owing their survival to God. Bhenchik! Indian Army jhak mar…"
"police continue search","T08","Missing, found, or trapped people","RT @BBCBreaking: Confirmed death toll after collapse of #Bangladesh garment factory rises above 800, as police continue search at site"
"quake missing","T08","Missing, found, or trapped people","Guatemala hunt for quake missing http://t.co/FLmS3eQC #Caribbean #LatAm"
"quake survivors","T08","Missing, found, or trapped people","Desperate search continues for quake survivors in Guatemala http://t.co/8vMRomwj"
"quake victims","T08","Missing, found, or trapped people","Prayers for quake victims #cebu #bohol #Philippines be safe still."
"quake victims of","T08","Missing, found, or trapped people","You single click on the link will donate 1 dollar to the earth quake victims of Pakistan. Please spread it to help http://t.co/EIueY6EVIr"
"relieved survivors tell","T08","Missing, found, or trapped people","RT @firstpostin: Uttarakhand floods: Worried families, relieved survivors tell their stories http://t.co/UYOGVtH0Xk"
"rescue trapped people","T08","Missing, found, or trapped people","RT @Daily_Record: Glasgow helicopter crash: Firefighters work through the night to rescue trapped people after police aircraft c... http://…"
"rescue workers have freed","T08","Missing, found, or trapped people","RT @WSJ: 17 days after Bangladesh factory collapse, rescue workers have freed a woman trapped under rubble. http://t.co/1fhD5pawy5"
"rescuers rush to evacuate stranded communities","T08","Missing, found, or trapped people","RT @RednockGeog: “@guardian: Colorado floods: rescuers rush to evacuate stranded communities:  http://t.co/tq82PT6efp” yr12 world at risk"
"scrambles to reach quake victims","T08","Missing, found, or trapped people","Pakistan scrambles to reach quake victims  http://t.co/KHIhAZ2qHi"
"search","T08","Missing, found, or trapped people","Phillipines buries its dead as typhoon Bopha death toll rises: Bad weather hampers search for survivors  as offi... http://t.co/QbGElH6G"
"search and rescue cameras","T08","Missing, found, or trapped people","RT @davidbangladesh: #bangladesh Fire service explains why it did not use specialist donor funded search and rescue cameras http://t.co/nrL…"
"search and rescue efforts","T08","Missing, found, or trapped people","RT @wfaachannel8: “@BryanM_KVUE: Storms headed to Central TX between 6-8am.  Will also affect search and rescue efforts in #WestTX ”"
"search and rescue mode","T08","Missing, found, or trapped people","#westtx officials say they are still in search and rescue mode. 5-15 feared dead. Hundreds hurt."
"search and rescue operation","T08","Missing, found, or trapped people","Latest pictures of the #Costa #Concordia #cruise ship search and rescue operation http://t.co/EkL0s8lK"
"search capsized","T08","Missing, found, or trapped people","RT @AP: AP VIDEO: Divers search capsized Costa Concordia cruise ship where hope has faded of finding survivors: http://t.co/jIb6DveJ -BW"
"search crews clawed","T08","Missing, found, or trapped people","Search crews clawed through wreckage of the building, which housed factories making clothing for European &amp; American consumers #Bangladesh"
"search door-to-door","T08","Missing, found, or trapped people","Firefighters search door-to-door for bodies in Colorado wildfire - Fox News: ABC NewsFirefighters search door-to... http://t.co/2LlQFUW5"
"search ends","T08","Missing, found, or trapped people","Search ends for Japanese climbers on Mt. McKinley http://t.co/8ePHqLTm #sumco #colorado"
"search for bodies","T08","Missing, found, or trapped people","RT @Peace_anon: “@Crypt0nymous: #BREAKING: #Bangladesh army says search for bodies in collapsed building is ending Monday; 1,127 victims we…"
"search for bomb suspect","T08","Missing, found, or trapped people","RT @BreakingNews: Residents west of Boston told to 'stay home' amid search for bomb suspect, transit shut down - @AP; more:  http://t.co/9p…"
"search for collapse victims","T08","Missing, found, or trapped people","Bangladesh to end search for collapse victims: DHAKA, Bangladesh (AP) — Bangladesh’s military is ending its se... http://t.co/bIs04c5YW0"
"search for family & friends","T08","Missing, found, or trapped people","RT @RedCrossAU: Everyone affected by #qldfloods, let people know you’re safe: http://t.co/nkyNi0h6. Or search for family &amp; friends.  ..."
"search for missing","T08","Missing, found, or trapped people","RT @FoxNews: Death toll in #Colorado flooding rises to 7 as rescue crews scour rubble in search for missing: http://t.co/f8N1pCDts5"
"search for possible other victims","T08","Missing, found, or trapped people","NTSB to upright train to search for possible other victims in deadly NYC derailment - Fox News http://t.co/W6IRJhQTUB"
"search for survivors","T08","Missing, found, or trapped people","Bangladesh Ends Search For Survivors Of Building Collapse; 1,127 Bodies Recovered http://t.co/tDkhVifgwF"
"search for survivors continues","T08","Missing, found, or trapped people","Philippines earthquake  search for survivors continues | Watch: http://t.co/AmMoJ7NEB4"
"search for survivors is","T08","Missing, found, or trapped people","RT @GMA: BREAKING: The search for survivors is on after a police helicopter crashes into a pub in Glasgow, Scotland.  The latest is coming …"
"search for survivors of a collapsed","T08","Missing, found, or trapped people","UPDATE: After collapse, signs of life - Bangladesh rescuers extend the search for survivors of a collapsed buildin... http://t.co/K8GHVj0O6M"
"search for victims","T08","Missing, found, or trapped people","@orgasmicgomez Search on for helicopter crash victims: The search for victims after a police helicopter rammed into a...  @onedirslaytion"
"search missing","T08","Missing, found, or trapped people","RT @hershitarai08: @BDUTT. Website which will help you to search missing relatives in #uttarakhand please RT and spread. http://t.co/SEXnGw…"
"search of loved","T08","Missing, found, or trapped people","RT @AnnCurry: For families in search of loved ones:  1-617-635-4520 #BostonMarathon"
"search of my mother","T08","Missing, found, or trapped people","RT @FreeRider_B: @ArjayTaylor: I am in search of my Mother who was evac from #inglewood her name is Theresa Taylor 52yrs old. #yycflood p…"
"search of the capsized","T08","Missing, found, or trapped people","Cruise ship search suspended: he search of the capsized Costa Concordia cruise ship has been suspended after the... http://t.co/DCDUAh7g"
"search ongoing","T08","Missing, found, or trapped people","RT @BuzzFeedNews: UPDATE:  - NYC commuter train derailed at 7:20 a.m. near Spuyten Duyvil.  - 4 dead, 40+ injured  - Search ongoing  - Gov.…"
"search suspended","T08","Missing, found, or trapped people","Cruise ship search suspended: he search of the capsized Costa Concordia cruise ship has been suspended after the... http://t.co/DCDUAh7g"
"search-and-rescue effort","T08","Missing, found, or trapped people","Horrific Texas fertilizer plant explosion death toll raised to 14; search-and-rescue effort nearly complete: http://t.co/VpRl7aj3sa"
"searches for quake survivors","T08","Missing, found, or trapped people","Philippines searches for quake survivors http://t.co/sUDXYtqRtj"
"searching for hundreds","T08","Missing, found, or trapped people","Hundreds missing in Colorado floods: Emergency teams are searching for hundreds of people missing after Colora... http://t.co/2ZKwObdrdX"
"searching for survivors","T08","Missing, found, or trapped people","@onedirslaytion VIDEO: Rescue effort after helicopter crash: Emergency teams are searching for survivors in a pub on t...  @orgasmicgomez"
"searching the submerged decks","T08","Missing, found, or trapped people","RT @BreakingNews: Update: Italy divers are searching the submerged decks of cruise ship Costa Concordia - @BBCNews http://t.co/zAEqgeyC"
"several missing","T08","Missing, found, or trapped people","RT @AP: Homes in flames, several missing, hundreds evacuated after train carrying crude oil derails in Quebec town: http://t.co/AgGJEjMlXz …"
"stranded passengers rescued last night","T08","Missing, found, or trapped people","RT @CdnPress: VIDEO: Stranded passengers rescued last night from flooded Toronto GO train http://t.co/sTROi4mtxC"
"strands {Number}","T08","Missing, found, or trapped people","RT @Oxfam: #India: heaviest rains in 60 yrs cause devastating floods, kill hundreds, strands 50,000 in Uttarakhand http://t.co/nXXlDojd7z"
